阿党比周	a'dang'bi'zhou	相互勾结，相互偏袒，结党营私。
不得要领	bu'de'yao'ling	①没有抓住关键或要点。②引伸为说话或行为同正题无关。
不登大雅	bu'deng'da'ya	见“不登大雅之堂”。
不动声色	bu'dong'sheng'se	①不说话，不流露感情。形容神态镇静。②形容轻易，不费气力。
不断如带	bu'duan'ru'dai	犹不绝如缕。
不二法门	bu'er'fa'men	佛家语。谓平等而无差异之至道。《维摩诘经·入不二法门品》：“如我意者，於一切法无言无说，无示无识，离诸问答，是为入不二法门。”南朝梁沈约《佛记序》：“廓不二之法门，广一乘之长陌。”唐裴漼《少林寺碑》：“空心、元粹、惠性、淹远，传不二法门，有甚深道业。”宋沈作喆《寓简》卷七：“三十一菩萨各说不二法门，至文殊独曰：‘无言说’。”后用以指独一无二的门径、方法。
不废江河	bu'fei'jiang'he	唐杜甫《戏为六绝句》之二：“王杨卢骆当时体，轻薄为文哂未休。尔曹身与名俱灭，不废江河万古流。”后以“不废江河”赞扬作家或其著作流传不朽。
不费之惠	bu'fei'zhi'hui	白白得到的好处。
不分青白	bu'fen'qing'bai	见“不分皁白”。
不分轩轾	bu'fen'xuan'zhi	车子前高后低叫轩，前低后高叫轾。谓不分高低上下。
不分玉石	bu'fen'yu'shi	谓无有区别，同归于尽。
不分皁白	bu'fen'zao'bai	《诗·大雅·桑柔》“匪言不能，胡斯畏忌”汉郑玄笺：“胡之言何也，贤者见此事之是非，非不能分别皁白言之於王也。”后以“不分皁白”谓不分黑白，不辨是非。
不丰不俭	bu'feng'bu'jian	见“不丰不杀”。
不丰不杀	bu'feng'bu'sha	不奢不俭，多少合宜。
不伏烧埋	bu'fu'shao'mai	①不服罪；不认错。②不听劝解。
不服水土	bu'fu'shui'tu	不能适应某地的气侯、饮食等。
不复堪命	bu'fu'kan'ming	无法再活下去。
不尴不尬	bu'gan'bu'ga	亦作“不猧不魀”。①又作：不明不白。②指人行为不正。③指处境困难。④指神色、态度不自然。
不根之谈	bu'gen'zhi'tan	没有根据的话。
不攻自破	bu'gong'zi'po	不用攻击，就自行溃败。多指情节或论点虚谬，经不起反驳。
不共戴天	bu'gong'dai'tian	谓不共存于人世间。喻仇恨极深。语出《礼记·曲礼上》：“父之雠，弗与共戴天。”
不苟言笑	bu'gou'yan'xiao	《礼记·曲礼上》：“不苟訾，不苟笑。”后以“不苟言笑”谓态度庄重。
不瞽不聋	bu'gu'bu'long	见“不痴不聋”。
不关紧要	bu'guan'jin'yao	不重要；不影响大局。
不关痛痒	bu'guan'tong'yang	比喻与本身利害无关或无足轻重。
不过尔尔	bu'guo'er'er	不过如此而已。
不寒而栗	bu'han'er'li	不冷而发抖。形容极为恐惧。
不寒而栗	bu'han'er'li	同“不寒而栗”。
不好意思	bu'hao'yi'si	①表示碍于情面而只能怎样或不便怎样。②害羞；难为情。
不合时宜	bu'he'shi'yi	不符合时势和趋尚。
不护细行	bu'hu'xi'xing	不注意小节。语本《书·旅獒》：“不矜细行，终累大德。”
不欢而散	bu'huan'er'san	不愉快地分手。
不慌不忙	bu'huang'bu'mang	从容不迫。
不遑枚举	bu'huang'mei'ju	犹不胜枚举。
不遑暇食	bu'huang'xia'shi	没有时间吃饭。形容工作紧张、辛勤。《书·无逸》：“自朝至於日中昃，不遑暇食，用咸和万民。”孔颖达疏：“遑亦暇也。重言之者，古人自有衤复语。犹云‘艰难’也。”一说，没有闲暇时间从容地吃饭。
不讳之朝	bu'hui'zhi'zhao	可直言不讳的朝代。谓政治清明之世。
不讳之路	bu'hui'zhi'lu	谓忠言直谏之路。
不讳之门	bu'hui'zhi'men	犹不讳之路。
不即不离	bu'ji'bu'li	①佛教语。谓诸法相状虽异而性体则一。②形容既不亲近，也不疏远。
不急之务	bu'ji'zhi'wu	无关紧要的事情；不急于做的事情。
不计其数	bu'ji'qi'shu	无法计算数目。形容很多。
不假思索	bu'jia'si'suo	用不着想，形容说话做事迅速。
不间不界	bu'jian'bu'jie	不尴不尬。左右为难，不好处理。
不见经传	bu'jian'jing'chuan	①经传上没有记载。②比喻没有来历或没有名气。
不见天日	bu'jian'tian'ri	①看不到天空和太阳。②常用以比喻政治黑暗，看不到光明。
不骄不躁	bu'jiao'bu'zao	不骄傲，不急躁。
不教而诛	bu'jiao'er'zhu	事先不进行教育，就加以惩罚。语本《论语·尧曰》：“不教而杀谓之虐。”
不解之缘	bu'jie'zhi'yuan	指难以解除的密切关系。
不矜细行	bu'jin'xi'xing	不注重小事小节。
不近道理	bu'jin'dao'li	不近人情，不讲道理。
不近人情	bu'jin'ren'qing	不合乎人之常情。
不禁不由	bu'jin'bu'you	不由自主。
不经之说	bu'jing'zhi'shuo	同“不经之谈”。
不经之谈	bu'jing'zhi'tan	荒诞或没有根据的话。
不经之语	bu'jing'zhi'yu	同“不经之谈”。
不胫而走	bu'jing'er'zou	汉孔融《论盛孝章书》：“珠玉无踁而自至者，以人好之也，况贤者之有足乎？“踁，同“胫”，小腿。后以“不胫而走”形容事物传布迅速，风行一时。
不揪不扌采	bu'jiu'bu'shou'cai		不理睬。
不咎既往	bu'jiu'ji'wang	语出《论语·八佾》：“成事不说，遂事不谏，既往不咎。”谓对以往的过错不再责备。
不拘细节	bu'ju'xi'jie	不拘小节。
不拘细行	bu'ju'xi'xing	不拘小节。
不拘小节	bu'ju'xiao'jie	谓待人处世不拘泥于小事。后多指不注意生活小事。
不拘形迹	bu'ju'xing'ji	形容言谈举止无拘无束，自由自在。
不拘一格	bu'ju'yi'ge	不局限于一个规格、标准。
不绝如带	bu'jue'ru'dai	同“不绝如线”。
不绝如发	bu'jue'ru'fa	同“不绝如线”。
不绝如缕	bu'jue'ru'lv	见“不绝如线”。
不绝如线	bu'jue'ru'xian	亦作“不绝如缕”。①形容局势危急，象差点兒就要断掉的线一样。②形容子孙衰落或后继者稀少。③形容声音或思绪微弱。
不绝若线	bu'jue'ruo'xian	见“不绝如线”。
不觉技痒	bu'jue'ji'yang	谓具有某种技能的人，一遇机会，便情不自禁地想表现一下。语本汉应劭《风俗通·声音·筑》：“渐离变名易姓，为人庸保，匿作於宋子，久之，作苦，闻其家堂上客击筑，伎痒，不能毋出言，曰：‘彼有善不善。’”
不刊之论	bu'kan'zhi'lun	亦作“不刊之说”。不可改易之论，确论。
不刊之说	bu'kan'zhi'shuo	见“不刊之论”。
不堪回首	bu'kan'hui'shou	谓不忍心回忆过去。
不堪入耳	bu'kan'ru'er	形容言语十分粗野难听。
不堪入目	bu'kan'ru'mu	形容行为卑鄙或东西粗劣，不值得一看。
不堪设想	bu'kan'she'xiang	不能想象。指事情会发展到很危险的地步。
不堪一击	bu'kan'yi'ji	经不起一次打击。形容十分脆弱。
不堪造就	bu'kan'zao'jiu	谓没有培养前途。
不亢不卑	bu'kang'bu'bei	亦作“不抗不卑”。不高傲，也不自卑。形容对人的态度或言语得体。
不抗不卑	bu'kang'bu'bei	见“不亢不卑”。
不可多得	bu'ke'duo'de	稀少，难得。
不可告人	bu'ke'gao'ren	无法或不能告诉别人。多指难言之隐。有时含贬义。
不可救疗	bu'ke'jiu'liao	见“不可救药”。
不可救药	bu'ke'jiu'yao	病重到没有药可以医治，比喻事态已严重到无法挽救。
不可开交	bu'ke'kai'jiao	形容无法解脱。
不可理喻	bu'ke'li'yu	无法跟他讲道理。形容态度蛮横。
不可枚举	bu'ke'mei'ju	无法一个个列举。形容数量之多。
不可名状	bu'ke'ming'zhuang	无法用言辞形容。
不可摸捉	bu'ke'mo'zhuo	见“不可捉摸”。
不可磨灭	bu'ke'mo'mie	无法使之消失。
不可奈何	bu'ke'nai'he	犹无可奈何。表示没有办法。
不可胜道	bu'ke'sheng'dao	无法尽说。极言其多。
不可胜计	bu'ke'sheng'ji	见“不可胜数”。
不可胜记	bu'ke'sheng'ji	见“不可胜纪”。
不可胜纪	bu'ke'sheng'ji	亦作“不可胜记”。不能逐一记述。极言其多。
不可胜举	bu'ke'sheng'ju	无法一一枚举，极言其多。
不可胜数	bu'ke'sheng'shu	不计其数。极言其多。
不可胜算	bu'ke'sheng'suan	见“不可胜数”。
不可胜言	bu'ke'sheng'yan	犹不可胜道。形容数量多。
不可收拾	bu'ke'shou'shi	①谓无法整顿。②形容事情坏到不可挽回的地步。
不可思议	bu'ke'si'yi	①佛家语。指思维和言语所不能达到的微妙境界。道教也借用此语。②形容事物无法想象或难以理解。
不可乡迩	bu'ke'xiang'er	亦作“不可向迩”。不可接近。
不可乡迩	bu'ke'xiang'er	亦作“不可向迩”。不可接近。
不可向迩	bu'ke'xiang'er	见“不可乡迩”。
不可言喻	bu'ke'yan'yu	无法用言辞表达。
不可言状	bu'ke'yan'zhuang	同“不可名状”。
不可一世	bu'ke'yi'shi	①谓自视甚高，对天下人极少赞许推重。可，称是。②骄横自大。
不可终日	bu'ke'zhong'ri	一天也过不下去。形容局势危急或心中惶恐。语出《礼记·表记》：“君子不以一日使其躬，儳焉如不终日。”
不可捉摸	bu'ke'zhuo'mo	亦作“不可摸捉”。形容难以猜测或估量。
不媿下学	bu'kui'xia'xue	又作：不耻下问。
不愧屋漏	bu'kui'wu'lou	《诗·大雅·抑》：“相在尔室，尚不愧于屋漏。”毛传：“西北隅谓之屋漏。”郑玄笺：“屋，小帐也；漏，隐也。”原谓独处于室时，亦慎守善德，使无愧于心。后转谓心地光明，在幽暗之处也不起邪念、做坏事。
不郎不秀	bu'lang'bu'xiu	①明代俗语。又作：不高不下。②用以比喻不成材或没出息。参见“不稂不莠”。
不稂不莠	bu'lang'bu'you	《诗·小雅·大田》：“既坚既好，不稂不莠。”硃熹集传：“稂，童粱；莠，似苗。皆害苗之草也。”本谓田中没有野草。后以喻不成材或没出息。
不劳而成	bu'lao'er'cheng	不须劳苦就能有成就。
不劳而获	bu'lao'er'huo	自己不劳动而占有别人劳动的成果。
不立文字	bu'li'wen'zi	佛教禅宗主顿悟，以心传心，不涉文字语言，谓之不立文字。
不凉不酸	bu'liang'bu'suan	方言。形容态度冷漠。
不了不当	bu'liao'bu'dang	又作：拖泥带水，没有了结。
不了而了	bu'liao'er'liao	犹不了了之。
不了了之	bu'liao'liao'zhi	把未了的事情放在一边不去管它，就算完事。
不劣方头	bu'lie'fang'tou	倔强不驯。不劣，不驯顺；方头，指为人不圆通。
不磷不缁	bu'lin'bu'zi	磨不薄，染不黑。比喻坚贞高洁的品质，不因外界影响而有所改变。语本《论语·阳货》：“不曰坚乎，磨而不磷。不曰白乎，涅而不缁。”何晏集解引孔安国曰：“言至坚者磨而不薄，至白者染之於涅而不黑。君子虽在浊乱，浊乱不能污。”
不露锋铓	bu'lu'feng'mang	比喻才干不外露。
不露圭角	bu'lu'gui'jiao	《礼记·儒行》“毁方而瓦合”汉郑玄注：“去己之大圭角，下与众小人合也。”孔颖达疏：“圭角谓圭之锋铓有楞角。言儒者身恆方正，若物有圭角；不欲异众过甚，去其大圭角，言犹有小圭角也。”后因以“不露圭角”谓深沉不露锋芒。
不露声色	bu'lu'sheng'se	不让心里的打算从话音和脸色上流露出来。
不露形色	bu'lu'xing'se	不让思想活动从行动和表情上流露出来。
不伦不类	bu'lun'bu'lei	既不象这一类，也不象那一类。形容不成样子或不规范。
不落边际	bu'luo'bian'ji	同“不着边际”。
不落窠臼	bu'luo'ke'jiu	不落俗套。比喻有独创风格。
不落俗套	bu'luo'su'tao	不因袭陈旧的格式。
不蔓不支	bu'wan'bu'zhi	见“不蔓不枝”。
不蔓不枝	bu'wan'bu'zhi	宋周敦颐《爱莲说》：“中通外直，不蔓不枝。”原指莲茎直而无分枝蔓生，后用以比喻言谈或文章简洁明快，不拖泥带水。
不忙不暴	bu'mang'bu'bao	犹不忙不急。
不名一格	bu'ming'yi'ge	同“不拘一格”。
不名一钱	bu'ming'yi'qian	没有一文钱，形容极其贫困。名，占有。
不名一文	bu'ming'yi'wen	见“不名一钱”。
不明不白	bu'ming'bu'bai	①暖昧，不能公开。②又作：无缘无故。
不谋而合	bu'mou'er'he	没有经过商量而见解一致。
不谋同辞	bu'mou'tong'ci	事前没有商量而意见完全一致。
不奈之何	bu'nai'zhi'he	无可奈何，无法可想。
不挠不屈	bu'nao'bu'qu	同“不屈不挠”。
不挠不折	bu'nao'bu'zhe	不弯曲，不屈服。形容节操刚正，意志坚强。
不能自拔	bu'neng'zi'ba	自己无法摆脱。
不念旧恶	bu'nian'jiu'e	不记过去的仇怨。
不宁唯是	bu'ning'wei'shi	不仅如此。
不偏不党	bu'pian'bu'dang	形容公正，不偏袒。
不偏不倚	bu'pian'bu'yi	①《礼记·中庸》宋硃熹题解：“中者，不偏不倚，无过不及之名。”原谓中庸之道适得其中而无偏颇之弊，后常用于指不偏袒任何一方。②指位置准确，没有偏差。
不平则鸣	bu'ping'ze'ming	谓遇到不公正的待遇，就要发出不满的呼声。语出唐韩愈《送孟东野序》：“大凡物不得其平则鸣。”
不破不立	bu'po'bu'li	谓旧的不破除，新的就不能建立起来。
不期而会	bu'qi'er'hui	①未经约定而意外地遇见。②未经约定而自动聚集。
不期而然	bu'qi'er'ran	见“不期然而然”。
不期而同	bu'qi'er'tong	不约而同。
不期而遇	bu'qi'er'yu	同“不期而会”。
不欺闇室	bu'qi'an'shi	见“不欺暗室”。
不欺暗室	bu'qi'an'shi	亦作“不欺闇室”。汉刘向《列女传·卫灵夫人》：“灵公与夫人夜坐闻车声辚辚，至阙而止，过阙复有声。公问夫人，曰：‘知此谓谁？’夫人曰：‘此蘧伯玉也。’公曰：‘何以知之！’夫人曰：‘妾闻礼下公门，式路马，所以广敬也。夫忠臣与孝子不为昭昭信节，不为冥冥堕行。蘧伯玉，卫之贤大夫也，仁而有智，敬以事上，此其人必不以闇昧废礼，是以知之。’公使视之，果伯玉也。”后因以“不欺暗室”谓在无人看见的地方，也不作昧心事。
不欺屋漏	bu'qi'wu'lou	同“不愧屋漏”。
不迁之庙	bu'qian'zhi'miao	古代不迁入祧庙合祭而单独进行祭祀的帝王家庙。
不乾不净	bu'qian'bu'jing	①指粗俗，下流。②淫乱的婉词。
不勤而获	bu'qin'er'huo	不劳而获。
不情之请	bu'qing'zhi'qing	不合情理的请求。提出请求时用的套语。
不求甚解	bu'qiu'shen'jie	晋陶潜《五柳先生传》：“不慕利，好读书，不求甚解，每有会意，欣然忘食。”意谓读书只求领会要旨，不刻意在字句上花工夫。今多谓对待学习、工作不认真，不求深入理解。
不屈不挠	bu'qu'bu'nao	形容顽强斗争，在敌人或困难面前不屈服，不低头。语本《汉书·叙传下》：“乐昌笃实，不桡不诎。”
不染一尘	bu'ran'yi'chen	同“一尘不染”。形容清高廉洁。
不容分说	bu'rong'fen'shuo	不允许分辩陈说。
不容置疑	bu'rong'zhi'yi	不容许有什么怀疑。
不辱使命	bu'ru'shi'ming	谓不辜负别人的差使。
不入时宜	bu'ru'shi'yi	见“不合时宜”。
不三不四	bu'san'bu'si	①不伦不类。②指行为不端，不正派。
不僧不俗	bu'seng'bu'su	又作：不三不四，不伦不类。
不衫不履	bu'shan'bu'lv	衣著不整齐。形容性情洒脱，不拘小节。
不伤脾胃	bu'shang'pi'wei	比喻无关痛痒。
不赏之功	bu'shang'zhi'gong	《史记·淮阴侯列传》：“臣闻勇略震主者身危，而功盖天下者不赏。”后以“不赏之功”极言功大。
不上不落	bu'shang'bu'luo	见“不上不下”。
不上不下	bu'shang'bu'xia	①亦作“不上不落”。形容事情无着落，处境为难。②不好不坏。
不甚了了	bu'shen'liao'liao	①不大明白事理。②泛指不大清楚。
不声不吭	bu'sheng'bu'hang	同“不声不响”。
不声不气	bu'sheng'bu'qi	见“不声不响”。
不声不响	bu'sheng'bu'xiang	不说话；不出声。
不胜桮杓	bu'sheng'bei'shao	谓酒量有限，不能再饮。桮杓，酒具，借指饮酒。
